,Percent admitted,Admissions yield,Total enrollment,Undergraduate enrollment,Graduate enrollment,Asian proportion,Black proportion,Hispanic/Latino proportion,Whie proportion,Student-to-faculty ratio,Full-time retention rate,Undergraduates in state,Undergraduates out of state,Undergraduates foreign,Graduation rate,Average professor salary,Total FTE staff,Total library expenditures per FTE,Total dormitory capacity,Books and supplies 2017-18,Full-time enrollment,Part-time enrollment,x0_Private not-for-profit,x0_Public,x1_City: Midsize,x1_City: Small,x1_Rural: Distant,x1_Rural: Fringe,x1_Rural: Remote,x1_Suburb: Large,x1_Suburb: Midsize,x1_Suburb: Small,x1_Town: Distant,x1_Town: Fringe,x1_Town: Remote
594,0.66,0.35000000000000003,0.04980378578024007,0.04106608648354637,0.044012500591884086,0.03333333333333333,0.39795918367346933,0.12,0.33,0.140625,0.54,0.01765723127332302,0.001224889759921607,0.0,0.44655608904408556,0.34742408080269344,0.024757697633019056,0.04724902870033838,0.015508955875928354,0.11545862732520848,0.025198849701364778,0.03832064949239717,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,1.0,0.89,0.0010483995075407817,0.0013845279007095707,0.0,0.0,0.0,0.0,0.99,0.328125,0.85,0.08372888508693553,0.04328925830758833,0.025373861918525923,0.04,0.33534594559420455,0.0004944946264917254,0.05863990712741794,0.016328090869375273,0.02565747273893522,0.00109643849845633,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,0.8300000000000001,0.1,0.03772314558325639,0.03090464064083863,0.03373739286898054,0.03333333333333333,0.14285714285714285,0.08,0.5700000000000001,0.203125,0.75,0.0429598616546828,0.022292993630573247,0.0007656967840735069,0.59,0.3516825560852028,0.019713852442803454,0.05276350419852111,0.06700524246395806,0.15394483643361132,0.027334019408885,0.016222358446840005,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,0.67646408839779,0.36113337940566687,0.032048322560787934,0.04122679061487873,0.0,0.016666666666666666,0.01020408163265306,0.11,0.8,0.203125,0.55,0.049331027578046784,0.01592356687898089,0.0,0.45,0.2826927564252142,0.012197534120129229,0.030454944228600074,0.02987112276103102,0.20525978191148175,0.011483750589095244,0.032041026867813946,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
598,0.67646408839779,0.36113337940566687,0.011484302862419206,0.014797141938833535,0.0,0.016666666666666666,0.02040816326530612,0.13,0.7000000000000001,0.1875,0.52,0.011195048693910985,0.011758941695247428,0.0,0.37,0.33534594559420455,0.004318586404694402,0.05863990712741794,0.016328090869375273,0.23091725465041696,0.00459734738826426,0.010780018838867873,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
599,0.67646408839779,0.36113337940566687,0.007107956294244383,0.009172497342200905,0.0,0.03333333333333333,0.32653061224489793,0.01,0.5700000000000001,0.234375,0.55,0.02293619732411031,0.006614404703576678,0.0,0.26,0.33534594559420455,0.002966967758950353,0.045369093871412455,0.006935342944517257,0.20525978191148175,0.004424225520086945,0.00424622101281342,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
600,0.67646408839779,0.36113337940566687,0.020515927977839334,0.02348752688703736,0.005587385766371514,0.016666666666666666,0.6224489795918366,0.01,0.11,0.296875,0.29,0.01301538181487212,0.0019598236158745713,0.0,0.14,0.33534594559420455,0.0035603613107404236,0.008397042235869156,0.08837423151073255,0.19243104554201412,0.009896800130803188,0.016581194025387616,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,0.67646408839779,0.36113337940566687,0.22931094182825484,0.29475610057606255,0.0,0.1,0.030612244897959183,0.43,0.38,0.390625,0.71,0.322198962410121,0.0,0.0,0.29,0.33534594559420455,0.031680622403903215,0.018924677277854365,0.08837423151073255,0.23784477228992948,0.06913333269214123,0.2490617944769224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
602,0.11,0.47000000000000003,0.12104686057248383,0.08506193289984425,0.13511529901983996,0.16666666666666666,0.09183673469387754,0.08,0.55,0.09375,0.97,0.0147446982797852,0.3187163155316021,0.10566615620214395,0.92,0.7645296509883663,0.18998483549812092,0.3848853239754355,0.3297291393621669,0.16600384862091086,0.11329864484048742,0.012110700775981939,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,0.67646408839779,0.36113337940566687,0.017553477993228685,0.022597473236581206,0.0,0.0,0.01020408163265306,0.04,0.9,0.3125,0.55,0.03658869573131883,0.00514453699167075,0.0,0.41000000000000003,0.33534594559420455,0.004351552713127184,0.018924677277854365,0.0075906509392747925,0.12110327132777422,0.006665191924826637,0.016999835533693164,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
604,0.81,0.43,0.005934518313327177,0.00766435087892798,0.0,0.0,0.5510204081632653,0.0,0.21,0.171875,0.43,0.027122963502320924,0.015188633023027927,0.0,0.3,0.20581936064535483,0.004186721170963276,0.03396415590926181,0.03937308868501529,0.03848620910840283,0.005741875294547622,0.0003737870609870969,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
605,0.09,0.55,0.21161318867343798,0.1074987020050931,0.315071736351153,0.23333333333333334,0.0510204081632653,0.08,0.44,0.078125,0.98,0.08372888508693553,0.04328925830758833,0.025373861918525923,0.9400000000000001,0.8509783659455316,0.34001450517571047,0.2822408823160797,0.21652468326780253,0.2129570237331623,0.16987102420820788,0.06494923971711795,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,0.78,0.3,0.02822983995075408,0.031151877765965338,0.009896301908234291,0.0,0.9489795918367346,0.0,0.03,0.25,0.6900000000000001,0.046327477928460904,0.01935325820676139,0.002297090352220521,0.36,0.2920347344911497,0.017373244544075954,0.04110790825918035,0.10692442114460464,0.25657472738935216,0.02422744366325873,0.006294574107022711,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
607,0.67646408839779,0.36113337940566687,0.1645602493074792,0.21153608425841228,0.0,0.06666666666666667,0.2040816326530612,0.04,0.62,0.3125,0.56,0.0,0.45982361587457127,0.0,0.11,0.33534594559420455,0.030592734225621417,0.028825667376864268,0.08837423151073255,0.18601667735728034,0.04203976032239139,0.190526740726343,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
